"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4967","Sub menu bar contact CTA is present and navigates correctly -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3564","Display of image grid heading content -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","3625","Verify final CTA content presence and partial copy -- @1.3 ","","2026-09-18","passed","2026-09-18","","","",""
"","3566","Verify final CTA content presence and partial copy -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","7797","Navigation menu items redirect correctly -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","3811","Verify key page sections are present in the DOM -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","6152","Verify ""Who We Are"" hero image visibility on Moblie -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","4003","Accreditations image grid renders and images load -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","3578","Individual testimonial contents -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3535","Individual testimonial contents -- @1.3 ","","2026-09-18","passed","2026-09-18","","","",""
"","3641","Verify Build vs Buy section content presence and partial copy -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","4141","Accreditations image grid renders and images load -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3613","Display of ""why"" content block (presence + partial content) -- @1.4 ","","2026-09-18","passed","2026-09-18","","","",""
"","5246","Topics list renders all category filter links -- @1.7 ","","2026-09-18","passed","2026-09-18","","","",""
"","2999","Verify key page sections are present in the DOM -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3561","Verify Accreditations section content presence and partial copy -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","3781","Verify hero content presence and partial copy -- @1.3 ","","2026-09-18","passed","2026-09-18","","","",""
"","4987","Social media links open in a new browser tab -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3597","Verify leaders section content presence and partial copy -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","3652","Verify Tooling section content presence and partial copy -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","4900","Verify ""Contact Us"" section CTA redirect -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3579","Sector expertise list renders numbered sector titles -- @1.6 ","","2026-09-18","passed","2026-09-18","","","",""
"","3067","Verify key page sections are present in the DOM -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3660","Verify client experience content presence and partial copy -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","5347","Footer policy links navigate to the correct destinations -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","5819","Topics list renders all category filter links -- @1.3 ","","2026-09-18","passed","2026-09-18","","","",""
"","3604","Verify enterprise challenges section content presence and partial copy -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","4990","Submitting a search term navigates to the filtered results -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","4896","Submitting a search term navigates to the filtered results -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","7933","Navigation menu items redirect correctly -- @1.3 ","","2026-09-18","passed","2026-09-18","","","",""
"","5285","The 3 most recent blog cards have a working ""Read more"" link -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","5084","Final CTA provides a working Contact Us call to action -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3621","Our Promise benefit list items - titles and copy present -- @1.3 ","","2026-09-18","passed","2026-09-18","","","",""
"","3535","Sector expertise list renders numbered sector titles -- @1.5 ","","2026-09-18","passed","2026-09-18","","","",""
"","4249","Image grid responsive imagery behaviour -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","5707","Topics list renders all category filter links -- @1.6 ","","2026-09-18","passed","2026-09-18","","","",""
"","3999","Client experience grid renders the expected number of brand tiles -- @1.5 ","","2026-09-18","passed","2026-09-18","","","",""
"","3553","Verify client experience content presence and partial copy -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","3573","CTA block content and button behaviour -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","3565","Image grid client tiles link targets for tiles with links -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","5283","Submitting a search term navigates to the filtered results -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","5273","Topics list renders all category filter links -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3557","Verify hero content presence and partial copy -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3505","Verify key page sections are present in the DOM -- @1.4 ","","2026-09-18","passed","2026-09-18","","","",""
"","3554","Verify key page sections are present in the DOM -- @1.5 ","","2026-09-18","passed","2026-09-18","","","",""
"","3542","Verify The Unipro Difference section content presence and partial copy -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","3563","Blog card grid renders at least the minimum expected number of articles -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3545","Verify hero content presence and partial copy -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","3538","Image grid client tiles link targets for tiles with links -- @1.6 ","","2026-09-18","passed","2026-09-18","","","",""
"","3565","Sector expertise list renders numbered sector titles -- @1.3 ","","2026-09-18","passed","2026-09-18","","","",""
"","3584","Sector expertise list renders numbered sector titles -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","3637","Strategic advantage list has the expected benefits -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3694","Verify Testimonials section content presence and partial copy -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3660","Verify Process section content presence and partial copy -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3519","Event category lists render at least one upcoming event -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","5844","Topics list renders all category filter links -- @1.3 ","","2026-09-18","passed","2026-09-18","","","",""
"","3425","Verify key page sections are present in the DOM -- @1.6 ","","2026-09-18","passed","2026-09-18","","","",""
"","3609","Sector expertise list renders numbered sector titles -- @1.8 ","","2026-09-18","passed","2026-09-18","","","",""
"","3545","Verify Testimonials section content presence and partial copy -- @1.2 ","","2026-09-18","passed","2026-09-18","","","",""
"","3614","Verify sector expertise content presence and partial copy -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
"","3579","Verify sector expertise content presence and partial copy -- @1.3 ","","2026-09-18","passed","2026-09-18","","","",""
"","5560","Topics list renders all category filter links -- @1.7 ","","2026-09-18","passed","2026-09-18","","","",""
"","6025","The Unipro Difference image visibility by breakpoint -- @1.1 ","","2026-09-18","passed","2026-09-18","","","",""
