"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5284","Topics list renders all category filter links -- @1.5 ","","2026-09-22","passed","2026-09-22","","","",""
"","3496","Verify final CTA section content presence and partial copy -- @1.2 ","","2026-09-22","passed","2026-09-22","","","",""
"","3418","Strategic advantage list has the expected benefits -- @1.1 ","","2026-09-22","passed","2026-09-22","","","",""
"","3472","Verify leaders section content presence and partial copy -- @1.3 ","","2026-09-22","passed","2026-09-22","","","",""
"","4994","Sub menu bar contact CTA is present and navigates correctly -- @1.1 ","","2026-09-22","passed","2026-09-22","","","",""
"","4946","Final CTA provides a working Contact Us call to action -- @1.1 ","","2026-09-22","passed","2026-09-22","","","",""
"","5965","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-22","passed","2026-09-22","","","",""
"","5899","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-22","passed","2026-09-22","","","",""
"","4138","The 3 most recent blog cards have a working ""Read more"" link -- @1.3 ","","2026-09-22","passed","2026-09-22","","","",""
"","3452","Verify ""Join us"" heading and event category labels -- @1.3 ","","2026-09-22","passed","2026-09-22","","","",""
"","5926","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-22","passed","2026-09-22","","","",""
"","3419","Verify breadcrumb content presence and partial copy -- @1.2 ","","2026-09-22","passed","2026-09-22","","","",""
"","3462","Client experience grid renders the expected number of brand tiles -- @1.3 ","","2026-09-22","passed","2026-09-22","","","",""
"","3428","Verify hero content presence and partial copy -- @1.2 ","","2026-09-22","passed","2026-09-22","","","",""
"","2428","Validate existence of key structural containers in the hero section -- @1.1 ","","2026-09-22","passed","2026-09-22","","","",""
"","3573","Verify ""Get in touch"" content presence and partial copy -- @1.1 ","","2026-09-22","passed","2026-09-22","","","",""
"","3406","Client experience grid renders the expected number of brand tiles -- @1.2 ","","2026-09-22","passed","2026-09-22","","","",""
"","7769","Footer policy links navigate to the correct destinations -- @1.1 ","","2026-09-22","passed","2026-09-22","","","",""
"","5916","Verify hero image visibility on Mobile -- @1.1 ","","2026-09-22","passed","2026-09-22","","","",""
"","3516","Verify hero content presence and partial copy -- @1.2 ","","2026-09-22","passed","2026-09-22","","","",""
"","3430","Enterprise challenges list has the expected items -- @1.3 ","","2026-09-22","passed","2026-09-22","","","",""
"","3425","Verify Build vs Buy section content presence and partial copy -- @1.2 ","","2026-09-22","passed","2026-09-22","","","",""
"","3458","Verify ""Get in touch"" content presence and partial copy -- @1.2 ","","2026-09-22","passed","2026-09-22","","","",""
"","3560","Display of feature block content and CTA -- @1.2 ","","2026-09-22","passed","2026-09-22","","","",""
"","3484","Verify strategic advantage content presence and partial copy -- @1.3 ","","2026-09-22","passed","2026-09-22","","","",""
"","3483","Blog card grid renders at least the minimum expected number of articles -- @1.1 ","","2026-09-22","passed","2026-09-22","","","",""
"","3429","Our Promise benefit list items - titles and copy present -- @1.3 ","","2026-09-22","passed","2026-09-22","","","",""
"","7616","Navigation menu items redirect correctly -- @1.1 ","","2026-09-22","passed","2026-09-22","","","",""
