"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3779","Verify breadcrumb content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","6188","Verify strategic advantage image visibility by breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3591","Event category lists render at least one upcoming event -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3665","Sector expertise list renders numbered sector titles -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3679","Verify Tooling section content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3625","Image grid client tiles basic content and accessibility -- @1.9 ","","2026-09-17","passed","2026-09-17","","","",""
"","5854","Topics list renders all category filter links -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
"","4119","Accreditations image grid renders and images load -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","6283","Verify hero image visibility by breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","7025","Footer policy links navigate to the correct destinations -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3618","Display of ""why"" content block (presence + partial content) -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","5825","Topics list renders all category filter links -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3626","Sector expertise list renders numbered sector titles -- @1.8 ","","2026-09-17","passed","2026-09-17","","","",""
"","3590","Verify hero content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3607","Verify enterprise challenges section content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","6016","Topics list renders all category filter links -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","6248","The Unipro Difference image visibility by breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3598","Verify key page sections are present in the DOM -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3591","Display of image grid heading content -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","5820","Topics list renders all category filter links -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3854","Verify Accreditations section content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3686","Culture grid items - titles present -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3628","Verify client experience content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","6881","The most recent success story cards have a working ""Read more"" link -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3593","Verify key page sections are present in the DOM -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3493","Footer displays complete office details -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3919","Verify key page sections are present in the DOM -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3981","Verify key page sections are present in the DOM -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3613","Display of ""why"" content block (presence + partial content) -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3694","Verify Accreditations section content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","5122","Final CTA button navigates to the contact page -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","8767","Navigation menu items redirect correctly -- @1.7 ","","2026-09-17","passed","2026-09-17","","","",""
"","3497","Verify key page sections are present in the DOM -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
"","5153","Verify ""feature"" section CTA redirect -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","6150","Responsive imagery for ""why"" content block -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3602","Image grid client tiles basic content and accessibility -- @1.11 ","","2026-09-17","passed","2026-09-17","","","",""
"","3581","Verify key page sections are present in the DOM -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","7125","Verify hero image visibility by breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","6328","Verify ""Who We Are"" hero image visibility on Desktop -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3580","Image grid client tiles basic content and accessibility -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","6243","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","4653","The 3 most recent blog cards have a working ""Read more"" link -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3600","Image grid client tiles basic content and accessibility -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","5777","Topics list renders all category filter links -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3623","Verify hero content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3720","Verify Tooling section content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3562","Verify key page sections are present in the DOM -- @1.6 ","","2026-09-17","passed","2026-09-17","","","",""
"","3607","Verify hero content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","4036","Company logo navigates to the homepage","","2026-09-17","passed","2026-09-17","","","",""
"","5685","Footer policy links navigate to the correct destinations -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","6541","Social media links open in a new browser tab -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3575","Verify key page sections are present in the DOM -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3602","Verify hero content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3638","Culture section container and copy presence -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","5566","The most recent success story cards have a working ""Read more"" link -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3627","Sector expertise list renders numbered sector titles -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3619","Client experience grid renders the expected number of brand tiles -- @1.8 ","","2026-09-17","passed","2026-09-17","","","",""
"","3595","Verify leaders section content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3595","Display of feature block content and CTA -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3577","Client experience grid renders the expected number of brand tiles -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","4461","Testimonials block renders cards with quotes -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3645","Team section container, headings, and intro presence -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3544","Blog card grid renders at least the minimum expected number of articles -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3574","Testimonials section heading and intro -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","6472","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3593","Verify hero content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","4026","Verify key page sections are present in the DOM -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3576","Individual testimonial contents -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3584","Image grid client tiles link targets for tiles with links -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","6190","The Unipro Difference image visibility by breakpoint -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3666","Verify Testimonials section content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3600","Verify key page sections are present in the DOM -- @1.6 ","","2026-09-17","passed","2026-09-17","","","",""
"","3618","Verify strategic advantage content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3640","Verify Process section content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3626","Sector expertise list renders numbered sector titles -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
"","3616","Verify Build vs Buy section content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3652","Strategic advantage list has the expected benefits -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3542","Verify final CTA content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","5127","Submitting a search term navigates to the filtered results -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3857","Verify hero content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3617","Image grid client tiles basic content and accessibility -- @1.10 ","","2026-09-17","passed","2026-09-17","","","",""
"","2435","Verify hero content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","6213","Process section image visibility and loading by breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3585","Individual testimonial contents -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3611","Client experience grid renders the expected number of brand tiles -- @1.7 ","","2026-09-17","passed","2026-09-17","","","",""
"","6167","Verify hero image visibility on desktop -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","8046","Navigation menu items redirect correctly -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","4671","The most recent guide cards have a working ""Read more"" link -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","5146","Verify ""Contact Us"" section CTA redirect -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3615","Verify key page sections are present in the DOM -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","6260","Team section image visibility and loading by breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3615","Client experience grid renders the expected number of brand tiles -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3713","Culture section container and copy presence -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3630","Footer displays complete office details -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","5720","Topics list renders all category filter links -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3612","Image grid client tiles basic content and accessibility -- @1.8 ","","2026-09-17","passed","2026-09-17","","","",""
"","3628","Verify final CTA section content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3665","Testimonials section heading and intro -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3655","Verify Testimonials section content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3571","Verify breadcrumb content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3590","Verify enterprise challenges section content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3565","Verify final CTA content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3711","Team section container, headings, and intro presence -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3567","Image grid client tiles link targets for tiles with links -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","6488","Build vs Buy image visibility by breakpoint -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","4141","Accreditations image grid renders and images load -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3607","Image grid client tiles basic content and accessibility -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
"","3643","CTA block content and button behaviour -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3607","Header adapts to responsive breakpoints -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","4869","Testimonials block renders cards with quotes -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3610","Enterprise challenges list has the expected items -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3634","Verify client experience content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","6566","Verify leaders image visibility by breakpoint -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3653","Team section container, headings, and intro presence -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3630","Verify strategic advantage content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","5394","Submitting a search term navigates to the filtered results -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3604","CTA block content and button behaviour -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3719","Verify ""Join us"" heading and event category labels -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3547","Verify key page sections are present in the DOM -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
"","5564","Topics list renders all category filter links -- @1.7 ","","2026-09-17","passed","2026-09-17","","","",""
"","3627","Strategic advantage list has the expected benefits -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3627","Verify final CTA content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3654","Verify The Unipro Difference section content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3452","Verify key page sections are present in the DOM -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","5333","The Unipro Difference section provides a working Contact Us call to action -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3614","Client experience grid renders the expected number of brand tiles -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
"","6365","Topics list renders all category filter links -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
"","3676","Verify Build vs Buy section content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3693","Verify breadcrumb content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3543","Client experience grid renders the expected number of brand tiles -- @1.11 ","","2026-09-17","passed","2026-09-17","","","",""
