"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4083","Verify hero content presence and partial copy -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","3650","Verify hero content presence and partial copy -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","3724","Verify featured post presence and partial copy -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3652","Image grid client tiles basic content and accessibility -- @1.9 ","","2026-09-14","passed","2026-09-14","","","",""
"","3782","Verify final CTA section content presence and partial copy -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3843","Verify key page sections are present in the DOM -- @1.4 ","","2026-09-14","passed","2026-09-14","","","",""
"","4029","Verify key page sections are present in the DOM -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","3731","Verify leaders section content presence and partial copy -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","6546","Topics list renders all category filter links -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","3678","Strategic advantage list has the expected benefits -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","3588","Image grid client tiles link targets for tiles with links -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3643","Display of image grid heading content -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","2737","Verify hero content presence and partial copy -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3602","Footer displays complete office details -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","5150","Verify ""feature"" section CTA redirect -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3586","Verify key page sections are present in the DOM -- @1.5 ","","2026-09-14","passed","2026-09-14","","","",""
"","3845","Verify ""Get in touch"" content presence and partial copy -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","6215","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3649","Verify final CTA content presence and partial copy -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3687","Header adapts to responsive breakpoints -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3587","Verify enterprise challenges section content presence and partial copy -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","2772","Verify key page sections are present in the DOM -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","6209","Verify hero image visibility on Mobile -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3614","CTA block content and button behaviour -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","3710","Verify Our Promise section content presence and partial copy -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","3679","Verify hero content presence and partial copy -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","6222","Responsive imagery for ""why"" content block -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","6893","Topics list renders all category filter links -- @1.5 ","","2026-09-14","passed","2026-09-14","","","",""
"","6179","Verify leaders image visibility by breakpoint -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","3588","Verify key page sections are present in the DOM -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","3671","Verify final CTA content presence and partial copy -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","6439","Topics list renders all category filter links -- @1.5 ","","2026-09-14","passed","2026-09-14","","","",""
"","3609","Enterprise challenges list has the expected items -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3710","Culture section container and copy presence -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","3714","Verify client experience content presence and partial copy -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","5414","Sub menu bar contact CTA is present and navigates correctly -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3621","Verify hero content presence and partial copy -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","3701","Verify Our Promise section content presence and partial copy -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","3669","Verify The Unipro Difference section content presence and partial copy -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","6154","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3656","Verify ""Get in touch"" content presence and partial copy -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","3743","Verify breadcrumb content presence and partial copy -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3761","Testimonials section heading and intro -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3720","Verify final CTA content presence and partial copy -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","6321","Build vs Buy image visibility by breakpoint -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","3621","Verify Testimonials section content presence and partial copy -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","3619","Individual testimonial contents -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","3721","Verify breadcrumb content presence and partial copy -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","3578","Verify key page sections are present in the DOM -- @1.4 ","","2026-09-14","passed","2026-09-14","","","",""
"","6475","Process section image visibility and loading by breakpoint -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","5326","Final CTA button navigates to the contact page -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","4356","Testimonials block renders cards with quotes -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3645","Sector expertise list renders numbered sector titles -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3685","Verify key page sections are present in the DOM -- @1.7 ","","2026-09-14","passed","2026-09-14","","","",""
"","3653","Verify ""Join us"" heading and event category labels -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","6714","Build vs Buy image visibility by breakpoint -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","8504","Navigation menu items redirect correctly -- @1.6 ","","2026-09-14","passed","2026-09-14","","","",""
"","3653","Enterprise challenges list has the expected items -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","6579","Topics list renders all category filter links -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","6321","Verify hero image visibility on desktop -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","2654","Verify key page sections are present in the DOM -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3638","CTA block content and button behaviour -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","6418","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3544","Verify hero headline and feature text are displayed -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","7026","The most recent success story cards have a working ""Read more"" link -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","6800","Topics list renders all category filter links -- @1.7 ","","2026-09-14","passed","2026-09-14","","","",""
"","3944","Verify key page sections are present in the DOM -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","5836","Final CTA provides a working Contact Us call to action -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","5295","Footer policy links navigate to the correct destinations -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","3703","Verify Accreditations section content presence and partial copy -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","3639","Client experience grid renders the expected number of brand tiles -- @1.12 ","","2026-09-14","passed","2026-09-14","","","",""
"","3642","Verify key page sections are present in the DOM -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","3668","Sector expertise list renders numbered sector titles -- @1.6 ","","2026-09-14","passed","2026-09-14","","","",""
"","6241","The Unipro Difference image visibility by breakpoint -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3691","Verify Process section content presence and partial copy -- @1.2 ","","2026-09-14","passed","2026-09-14","","","",""
"","3825","Verify key page sections are present in the DOM -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3598","Verify key page sections are present in the DOM -- @1.4 ","","2026-09-14","passed","2026-09-14","","","",""
"","3655","Display of ""why"" content block (presence + partial content) -- @1.3 ","","2026-09-14","passed","2026-09-14","","","",""
"","3768","Verify breadcrumb content presence and partial copy -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3612","Guide card grid renders at least the minimum expected number of articles -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
"","3578","Verify key page sections are present in the DOM -- @1.7 ","","2026-09-14","passed","2026-09-14","","","",""
"","3634","Verify hero content presence and partial copy -- @1.1 ","","2026-09-14","passed","2026-09-14","","","",""
