"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5539","Submitting a search term navigates to the filtered results -- @1.1 ","","2026-09-23","passed","2026-09-23","","","",""
"","3515","Validate existence of key structural containers in the hero section -- @1.3 ","","2026-09-23","passed","2026-09-23","","","",""
"","3592","Verify hero content presence and partial copy -- @1.2 ","","2026-09-23","passed","2026-09-23","","","",""
"","3572","Display of ""why"" content block (presence + partial content) -- @1.2 ","","2026-09-23","passed","2026-09-23","","","",""
"","3562","Image grid client tiles basic content and accessibility -- @1.3 ","","2026-09-23","passed","2026-09-23","","","",""
"","3588","Display of ""why"" content block (presence + partial content) -- @1.1 ","","2026-09-23","passed","2026-09-23","","","",""
"","6058","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-23","passed","2026-09-23","","","",""
"","6210","Topics list renders all category filter links -- @1.4 ","","2026-09-23","passed","2026-09-23","","","",""
"","3504","Image grid client tiles link targets for tiles with links -- @1.2 ","","2026-09-23","passed","2026-09-23","","","",""
"","3569","Sector expertise list renders numbered sector titles -- @1.4 ","","2026-09-23","passed","2026-09-23","","","",""
"","3559","Our Promise benefit list items - titles and copy present -- @1.3 ","","2026-09-23","passed","2026-09-23","","","",""
"","4099","Tooling image grid renders and images load -- @1.2 ","","2026-09-23","passed","2026-09-23","","","",""
"","3538","Image grid client tiles basic content and accessibility -- @1.2 ","","2026-09-23","passed","2026-09-23","","","",""
"","6043","Our Promise image visibility by breakpoint -- @1.2 ","","2026-09-23","passed","2026-09-23","","","",""
"","3568","Verify strategic advantage content presence and partial copy -- @1.2 ","","2026-09-23","passed","2026-09-23","","","",""
"","3601","Verify featured post presence and partial copy -- @1.1 ","","2026-09-23","passed","2026-09-23","","","",""
"","5679","Featured post CTA links to the latest article -- @1.1 ","","2026-09-23","passed","2026-09-23","","","",""
"","3628","Strategic advantage list has the expected benefits -- @1.2 ","","2026-09-23","passed","2026-09-23","","","",""
"","3509","Feature block imagery","","2026-09-23","passed","2026-09-23","","","",""
"","3543","Culture section container and copy presence -- @1.2 ","","2026-09-23","passed","2026-09-23","","","",""
"","3604","Verify final CTA content presence and partial copy -- @1.3 ","","2026-09-23","passed","2026-09-23","","","",""
"","3596","Strategic advantage list has the expected benefits -- @1.3 ","","2026-09-23","passed","2026-09-23","","","",""
"","3611","Verify hero content presence and partial copy -- @1.3 ","","2026-09-23","passed","2026-09-23","","","",""
"","3996","The most recent guide cards have a working ""Read more"" link -- @1.1 ","","2026-09-23","passed","2026-09-23","","","",""
"","3538","Verify hero content presence and partial copy -- @1.1 ","","2026-09-23","passed","2026-09-23","","","",""
"","4794","Our Promise section provides a working Contact Us call to action -- @1.1 ","","2026-09-23","passed","2026-09-23","","","",""
"","3533","Verify leaders section content presence and partial copy -- @1.2 ","","2026-09-23","passed","2026-09-23","","","",""
"","6041","The Unipro Difference image visibility by breakpoint -- @1.1 ","","2026-09-23","passed","2026-09-23","","","",""
"","3541","Verify The Unipro Difference section content presence and partial copy -- @1.3 ","","2026-09-23","passed","2026-09-23","","","",""
"","6088","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-23","passed","2026-09-23","","","",""
"","3554","Verify ""Get in touch"" content presence and partial copy -- @1.2 ","","2026-09-23","passed","2026-09-23","","","",""
"","5131","Build vs Buy section provides a working Contact Us call to action -- @1.1 ","","2026-09-23","passed","2026-09-23","","","",""
"","3581","Client experience grid renders the expected number of brand tiles -- @1.9 ","","2026-09-23","passed","2026-09-23","","","",""
"","4125","Verify final CTA content presence and partial copy -- @1.3 ","","2026-09-23","passed","2026-09-23","","","",""
"","3563","Individual testimonial contents -- @1.3 ","","2026-09-23","passed","2026-09-23","","","",""
"","3758","Verify hero headline and feature text are displayed -- @1.1 ","","2026-09-23","failed","2026-09-23","","","",""
"","3639","Verify ""Get in touch"" content presence and partial copy -- @1.1 ","","2026-09-23","passed","2026-09-23","","","",""
"","6287","Footer policy links navigate to the correct destinations -- @1.1 ","","2026-09-23","passed","2026-09-23","","","",""
