"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6389","Verify hero image visibility by breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","6749","The most recent success story cards have a working ""Read more"" link -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3606","Verify hero content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3584","Verify key page sections are present in the DOM -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
"","3613","Verify final CTA content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3613","Verify hero content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3615","Image grid client tiles basic content and accessibility -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","5499","Final CTA button navigates to the contact page -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3598","Individual testimonial contents -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3696","Verify client experience content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","8127","Navigation menu items redirect correctly -- @1.8 ","","2026-09-17","passed","2026-09-17","","","",""
"","3687","Verify Tooling section content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3590","Display of ""why"" content block (presence + partial content) -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3644","Display of feature block content and CTA -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3568","Individual testimonial contents -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","4577","Client image variants are visible at the correct breakpoint -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","8170","Navigation menu items redirect correctly -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3582","Image grid client tiles link targets for tiles with links -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3668","Our Promise benefit list items - titles and copy present -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3658","Verify leaders section content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3644","Verify Accreditations section content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3619","Footer displays valid company contact email -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3436","Guide card grid renders at least the minimum expected number of articles -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3629","Verify hero content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","5385","Footer policy links navigate to the correct destinations -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","6536","Footer policy links navigate to the correct destinations -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3581","Verify The Unipro Difference section content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","6292","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3649","Client experience grid renders the expected number of brand tiles -- @1.9 ","","2026-09-17","passed","2026-09-17","","","",""
"","4433","Image grid responsive imagery behaviour -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3783","Image grid client tiles basic content and accessibility -- @1.11 ","","2026-09-17","passed","2026-09-17","","","",""
"","6870","Topics list renders all category filter links -- @1.7 ","","2026-09-17","passed","2026-09-17","","","",""
"","3750","Culture section container and copy presence -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3610","Footer displays complete office details -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","6379","Verify hero image visibility by breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","4451","Image grid responsive imagery behaviour -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3418","Success story card grid renders at least the minimum expected number of cards -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3519","Verify key page sections are present in the DOM -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3575","Verify enterprise challenges section content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","6111","Topics list renders all category filter links -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","5398","Build vs Buy section provides a working Contact Us call to action -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3593","Verify ""Get in touch"" content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","4448","The most recent guide cards have a working ""Read more"" link -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3764","Testimonials section heading and intro -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","6024","The Unipro Difference image visibility by breakpoint -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3664","Header adapts to responsive breakpoints -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3620","Verify key page sections are present in the DOM -- @1.6 ","","2026-09-17","passed","2026-09-17","","","",""
"","4170","Accreditations image grid renders and images load -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3581","Image grid client tiles basic content and accessibility -- @1.6 ","","2026-09-17","passed","2026-09-17","","","",""
"","3899","Verify key page sections are present in the DOM -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3634","Image grid client tiles basic content and accessibility -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3600","Verify final CTA content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3794","Verify hero headline and feature text are displayed -- @1.2 ","","2026-09-17","failed","2026-09-17","","","",""
"","8043","Navigation menu items redirect correctly -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3547","Image grid client tiles basic content and accessibility -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3657","Verify final CTA content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3530","Blog card grid renders at least the minimum expected number of articles -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","6066","Verify hero image visibility by breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3494","Verify hero content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3648","Client experience grid renders the expected number of brand tiles -- @1.8 ","","2026-09-17","passed","2026-09-17","","","",""
"","3437","Verify key page sections are present in the DOM -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3633","Verify hero content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","4084","Company logo navigates to the homepage","","2026-09-17","passed","2026-09-17","","","",""
"","3563","Client experience grid renders the expected number of brand tiles -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","6083","Our Promise image visibility by breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","6230","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","5733","Topics list renders all category filter links -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3685","Enterprise challenges list has the expected items -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","5466","Image grid client tiles basic content and accessibility -- @1.9 ","","2026-09-17","passed","2026-09-17","","","",""
"","3591","Image grid client tiles basic content and accessibility -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
"","3589","Verify hero content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3627","Verify hero content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3702","Verify client experience content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3640","CTA block content and button behaviour -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3584","Individual testimonial contents -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","8639","Navigation menu items redirect correctly -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","4248","The 3 most recent blog cards have a working ""Read more"" link -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3615","Verify key page sections are present in the DOM -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
"","5612","Final CTA provides a working Contact Us call to action -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3607","Verify Our Promise section content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3628","Image grid client tiles basic content and accessibility -- @1.7 ","","2026-09-17","passed","2026-09-17","","","",""
"","3555","Sector expertise list renders numbered sector titles -- @1.8 ","","2026-09-17","passed","2026-09-17","","","",""
"","2895","Header exists and logo is visible","","2026-09-17","passed","2026-09-17","","","",""
"","3578","Enterprise challenges list has the expected items -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","4144","The most recent guide cards have a working ""Read more"" link -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","4106","Team section container, headings, and intro presence -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","5223","Verify ""feature"" section CTA redirect -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","4410","Testimonials block renders cards with quotes -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3556","CTA block content and button behaviour -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3527","Verify key page sections are present in the DOM -- @1.6 ","","2026-09-17","passed","2026-09-17","","","",""
"","3533","Validate existence of key structural containers in the hero section -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3647","Verify hero content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3659","Verify key page sections are present in the DOM -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","5438","Sub menu bar contact CTA is present and navigates correctly -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3624","Image grid client tiles basic content and accessibility -- @1.10 ","","2026-09-17","passed","2026-09-17","","","",""
"","5642","Topics list renders all category filter links -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3570","Verify Testimonials section content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3624","Verify ""Join us"" heading and event category labels -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3628","Verify sector expertise content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3678","Culture grid items - titles present -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3602","Individual testimonial contents -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","5509","Topics list renders all category filter links -- @1.7 ","","2026-09-17","passed","2026-09-17","","","",""
"","2981","Footer is visibly rendered with the company logo","","2026-09-17","passed","2026-09-17","","","",""
"","3585","Verify key page sections are present in the DOM -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","6163","The Unipro Difference image visibility by breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","6025","Build vs Buy image visibility by breakpoint -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","4248","The 3 most recent blog cards have a working ""Read more"" link -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","6101","Responsive imagery for ""why"" content block -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3580","Culture section container and copy presence -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","5279","Our Promise section provides a working Contact Us call to action -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","6182","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3639","Verify breadcrumb content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3675","Team section container, headings, and intro presence -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","6323","Verify enterprise challenges image visibility by breakpoint -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","4441","Client image variants are visible at the correct breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3780","Verify hero content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3565","Verify hero content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3635","Client experience grid renders the expected number of brand tiles -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3579","Image grid client tiles link targets for tiles with links -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3671","Sector expertise list renders numbered sector titles -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
"","3532","Verify key page sections are present in the DOM -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
"","3669","Culture section container and copy presence -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3572","Enterprise challenges list has the expected items -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3625","CTA block content and button behaviour -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3643","Verify final CTA section content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","6343","Verify strategic advantage image visibility by breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","6151","Verify hero image visibility by breakpoint -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3621","Client experience grid renders the expected number of brand tiles -- @1.11 ","","2026-09-17","passed","2026-09-17","","","",""
"","4113","Team section image visibility and loading by breakpoint -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3567","Verify key page sections are present in the DOM -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3684","Verify Process section content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3704","Display of ""why"" content block (presence + partial content) -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3465","Image grid client tiles link targets for tiles with links -- @1.6 ","","2026-09-17","passed","2026-09-17","","","",""
"","3641","Culture grid items - titles present -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","6080","Topics list renders all category filter links -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3654","Verify strategic advantage content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3671","Verify sector expertise content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3695","Verify final CTA section content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3611","Display of image grid heading content -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3732","Verify enterprise challenges section content presence and partial copy -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","4305","Image grid client tiles basic content and accessibility -- @1.8 ","","2026-09-17","passed","2026-09-17","","","",""
"","3690","Culture grid items - titles present -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3694","Strategic advantage list has the expected benefits -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","6193","Verify ""Who We Are"" hero image visibility on Desktop -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3671","Verify final CTA content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3516","Client experience grid renders the expected number of brand tiles -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
"","2807","Verify key page sections are present in the DOM -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3680","Verify Process section content presence and partial copy -- @1.2 ","","2026-09-17","passed","2026-09-17","","","",""
"","3931","Header navigation menu is visible","","2026-09-17","passed","2026-09-17","","","",""
"","3606","Verify key page sections are present in the DOM -- @1.7 ","","2026-09-17","passed","2026-09-17","","","",""
"","3582","Verify Process section content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","4966","Submitting a search term navigates to the filtered results -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3672","Culture grid items - titles present -- @1.4 ","","2026-09-17","passed","2026-09-17","","","",""
"","3663","Display of ""why"" content block (presence + partial content) -- @1.1 ","","2026-09-17","passed","2026-09-17","","","",""
"","3625","Verify ""Get in touch"" content presence and partial copy -- @1.3 ","","2026-09-17","passed","2026-09-17","","","",""
"","3547","Verify key page sections are present in the DOM -- @1.5 ","","2026-09-17","passed","2026-09-17","","","",""
