"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3526","Verify key page sections are present in the DOM -- @1.3 ","","2026-09-21","passed","2026-09-21","","","",""
"","3572","Display of ""why"" content block (presence + partial content) -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","3669","Verify client experience content presence and partial copy -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","3599","Verify final CTA content presence and partial copy -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","3584","Strategic advantage list has the expected benefits -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","6007","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","7873","Navigation menu items redirect correctly -- @1.8 ","","2026-09-21","passed","2026-09-21","","","",""
"","6031","Process section image visibility and loading by breakpoint -- @1.2 ","","2026-09-21","passed","2026-09-21","","","",""
"","3598","Verify The Unipro Difference section content presence and partial copy -- @1.3 ","","2026-09-21","passed","2026-09-21","","","",""
"","3730","Verify hero headline and feature text are displayed -- @1.2 ","","2026-09-21","failed","2026-09-21","","","",""
"","7766","Navigation menu items redirect correctly -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","6056","Verify ""Who We Are"" hero image visibility on Desktop -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","3502","Image grid client tiles basic content and accessibility -- @1.3 ","","2026-09-21","passed","2026-09-21","","","",""
"","5644","Topics list renders all category filter links -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","3506","Culture section container and copy presence -- @1.2 ","","2026-09-21","passed","2026-09-21","","","",""
"","3597","Verify breadcrumb content presence and partial copy -- @1.2 ","","2026-09-21","passed","2026-09-21","","","",""
"","6118","Our Promise image visibility by breakpoint -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","3618","Verify hero content presence and partial copy -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","4892","Our Promise section provides a working Contact Us call to action -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","3829","Verify hero content presence and partial copy -- @1.2 ","","2026-09-21","passed","2026-09-21","","","",""
"","7770","Client experience grid renders the expected number of brand tiles -- @1.10 ","","2026-09-21","passed","2026-09-21","","","",""
"","3544","CTA block content and button behaviour -- @1.4 ","","2026-09-21","passed","2026-09-21","","","",""
"","2468","Verify key page sections are present in the DOM -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","5504","Topics list renders all category filter links -- @1.2 ","","2026-09-21","passed","2026-09-21","","","",""
"","3544","Enterprise challenges list has the expected items -- @1.4 ","","2026-09-21","passed","2026-09-21","","","",""
"","5062","Sub menu bar contact CTA is present and navigates correctly -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","3655","Verify breadcrumb content presence and partial copy -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","3546","Individual testimonial contents -- @1.4 ","","2026-09-21","passed","2026-09-21","","","",""
"","3557","Verify Testimonials section content presence and partial copy -- @1.3 ","","2026-09-21","passed","2026-09-21","","","",""
"","2337","Verify key page sections are present in the DOM -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","3582","Verify hero content presence and partial copy -- @1.2 ","","2026-09-21","passed","2026-09-21","","","",""
"","3609","Verify hero content presence and partial copy -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","3647","Verify final CTA section content presence and partial copy -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","6041","Verify hero image visibility by breakpoint -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
"","3545","CTA block content and button behaviour -- @1.3 ","","2026-09-21","passed","2026-09-21","","","",""
"","5984","Verify hero image visibility on Desktop -- @1.1 ","","2026-09-21","passed","2026-09-21","","","",""
